Symbol,Name,Country,IPO Year,Volume,Sector,Industry
DY,Dycom Industries Inc. Common Stock,United States,,161072,Industrials,Water Sewer Pipeline Comm & Power Line Construction
DYAI,Dyadic International Inc. Common Stock,United States,,32654,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DYCQ,DT Cloud Acquisition Corporation Ordinary Shares,United Kingdom,2024,180,,
DYN,Dyne Therapeutics Inc. Common Stock,United States,2020,1936255,Health Care,Biotechnology: Pharmaceutical Preparations
E,ENI S.p.A. Common Stock,Italy,,225743,Energy,Oil & Gas Production
EA,Electronic Arts Inc. Common Stock,United States,,2644982,Technology,Computer Software: Prepackaged Software
EAD,Allspring Income Opportunities Fund Common Shares,United States,2003,195810,Finance,Finance/Investors Services
EAF,GrafTech International Ltd. Common Stock,United States,2018,2036361,Energy,Industrial Machinery/Components
EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066,United States,2016,54518,Utilities,Electric Utilities: Central
EARN,Ellington Credit Company Common Shares of Beneficial Interest,United States,2013,401587,Real Estate,Real Estate Investment Trusts
EAST,Eastside Distilling Inc. Common Stock,United States,,71119,Consumer Staples,Beverages (Production/Distribution)
EAT,Brinker International Inc. Common Stock,United States,,964160,Consumer Discretionary,Restaurants
EB,Eventbrite Inc. Class A Common Stock,United States,2018,1035631,Technology,Computer Software: Programming Data Processing
EBAY,eBay Inc. Common Stock,United States,1998,5274862,Consumer Discretionary,Business Services
EBC,Eastern Bankshares Inc. Common Stock,United States,2020,724738,Finance,Savings Institutions
EBF,Ennis Inc. Common Stock,United States,,260206,Consumer Discretionary,Office Equipment/Supplies/Services
EBMT,Eagle Bancorp Montana Inc. Common Stock,United States,2010,5303,Finance,Major Banks
EBON,Ebang International Holdings Inc. Class A Ordinary Shares,China,2020,10403,Technology,Semiconductors
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),Brazil,2016,821245,Utilities,Electric Utilities: Central
EBS,Emergent BioSolutions Inc. Common Stock,United States,2006,1255647,Health Care,Biotechnology: Pharmaceutical Preparations
EBTC,Enterprise Bancorp Inc Common Stock,United States,,35520,Finance,Major Banks
EC,Ecopetrol S.A. American Depositary Shares,Colombia,,955078,Energy,Oil & Gas Production
ECAT,BlackRock ESG Capital Allocation Term Trust Common Shares of Beneficial Interest,United States,2021,149346,Finance,Trusts Except Educational Religious and Charitable
ECBK,ECB Bancorp Inc. Common Stock,United States,2022,958,Finance,Banks
ECC           ,Eagle Point Credit Company Inc. Common Stock,United States,2014,705047,Finance,Trusts Except Educational Religious and Charitable
ECC^D,Eagle Point Credit Company Inc. 6.75% Series D Preferred Stock,United States,,38231,,
ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,United States,,2355,Finance,Trusts Except Educational Religious and Charitable
ECCF,Eagle Point Credit Company Inc. 8.00% Series F Term Preferred Stock due 2029,United States,,15491,,
ECCV,Eagle Point Credit Company Inc. 5.375% Notes due 2029,United States,2022,5211,Finance,Trusts Except Educational Religious and Charitable
ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,United States,2021,3436,Finance,Trusts Except Educational Religious and Charitable
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,United States,2022,1660,Finance,Trusts Except Educational Religious and Charitable
ECDA,ECD Automotive Design Inc. Common Stock,United States,2022,13432,Consumer Discretionary,Auto Manufacturing
ECF,Ellsworth Growth and Income Fund Ltd.,United States,1986,60868,Finance,Finance/Investors Services
ECF^A,Ellsworth Growth and Income Fund Ltd. 5.25% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),United States,,629,,
ECL,Ecolab Inc. Common Stock,United States,,753357,Consumer Discretionary,Package Goods/Cosmetics
ECO,Okeanis Eco Tankers Corp. Common Stock,,,90489,Consumer Discretionary,Marine Transportation
ECOR,electroCore Inc. Common Stock,United States,2018,49027,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ECPG,Encore Capital Group Inc Common Stock,United States,,94497,Finance,Finance Companies
ECVT,Ecovyst Inc. Common Stock,United States,2017,657645,Industrials,Major Chemicals
ECX,ECARX Holdings Inc. Class A Ordinary shares,China,,58025,Technology,EDP Services
ECXWW,ECARX Holdings Inc. Warrants,China,,80234,Technology,EDP Services
ED,Consolidated Edison Inc. Common Stock,United States,,1063039,Utilities,Power Generation
EDAP,EDAP TMS S.A. American Depositary Shares,France,1997,112190,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDBL,Edible Garden AG Incorporated Common Stock,United States,2022,452068,Consumer Staples,Farming/Seeds/Milling
EDBLW,Edible Garden AG Incorporated Warrant,United States,2022,531,Consumer Staples,Farming/Seeds/Milling
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,United States,2007,364692,Finance,Finance Companies
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,United States,2010,72319,Finance,Investment Managers
EDIT,Editas Medicine Inc. Common Stock,United States,2016,2243041,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,Argentina,2007,66317,Utilities,Electric Utilities: Central
EDR,Endeavor Group Holdings Inc. Class A Common Stock,United States,2021,3650318,Consumer Discretionary,Services-Misc. Amusement & Recreation
EDRY,EuroDry Ltd. Common Shares ,Greece,,2667,Consumer Discretionary,Marine Transportation
EDSA,Edesa Biotech Inc. Common Shares,United States,,6861,Health Care,Biotechnology: Pharmaceutical Preparations
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,China,2020,126631,Real Estate,Other Consumer Services
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands),China,2006,3893774,Real Estate,Other Consumer Services
EDUC,Educational Development Corporation Common Stock,United States,,398402,Consumer Discretionary,Consumer Specialties
EE,Excelerate Energy Inc. Class A Common Stock,United States,2022,278578,Utilities,Oil/Gas Transmission
EEA,The European Equity Fund Inc. Common Stock,United States,,2414,Finance,Trusts Except Educational Religious and Charitable
EEFT,Euronet Worldwide Inc. Common Stock,United States,1997,250364,Finance,Investment Bankers/Brokers/Service
EEIQ,EpicQuest Education Group International Limited Common Stock,United States,2021,101,Real Estate,Other Consumer Services
EEX,Emerald Holding Inc. Common Stock,United States,2017,1480757,Consumer Discretionary,Business Services
EFC,Ellington Financial Inc. Common Stock ,United States,2010,761810,Finance,Real Estate
EFC^A,Ellington Financial Inc. 6.750% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,6454,,
EFC^B,Ellington Financial Inc. 6.250% Series B Fixed-Rate Reset Cumulative Redeemable Preferred Stock,United States,,2715,,
EFC^C,Ellington Financial Inc. 8.625% Series C Fixed-Rate Reset Cumulative Redeemable Preferred Stock,United States,,1269,,
EFC^D,Ellington Financial Inc. 7.00% Series D Cumulative Perpetual Redeemable Preferred Stock,United States,,522,,
EFC^E,Ellington Financial Inc. 8.250% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,970,,
EFOI,Energy Focus Inc. Common Stock,United States,,1938,Consumer Discretionary,Building Products
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,United States,2003,113423,Finance,Trusts Except Educational Religious and Charitable
EFSC,Enterprise Financial Services Corporation Common Stock,United States,,103004,Finance,Major Banks
EFSCP,Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,5327,Finance,Major Banks
EFSH,1847 Holdings LLC Common Shares,,2022,71266,Consumer Discretionary,Professional Services
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,United States,2004,113338,Finance,Finance Companies
EFX,Equifax Inc. Common Stock,United States,,1025542,Finance,Finance: Consumer Services
EFXT,Enerflex Ltd Common Shares,Canada,2022,122948,Industrials,Industrial Machinery/Components
EG,Everest Group Ltd. Common Stock,Bermuda,,295064,Finance,Property-Casualty Insurers
EGAN,eGain Corporation Common Stock,United States,1999,86775,Technology,Computer Software: Prepackaged Software
EGBN,Eagle Bancorp Inc. Common Stock,United States,,225681,Finance,Major Banks
EGF,Blackrock Enhanced Government Fund Inc. Common Stock,United States,2005,1631,Finance,Trusts Except Educational Religious and Charitable
EGHT,8x8 Inc Common Stock,United States,,329640,Technology,EDP Services
EGO,Eldorado Gold Corporation Ordinary Shares,Canada,,1571149,Basic Materials,Precious Metals
EGP,EastGroup Properties Inc. Common Stock,United States,,349538,Real Estate,Real Estate Investment Trusts
EGRX,Eagle Pharmaceuticals Inc. Common Stock,United States,2014,132466,Health Care,Biotechnology: Pharmaceutical Preparations
EGY,VAALCO Energy Inc.  Common Stock,United States,,936688,Energy,Oil & Gas Production
EH,EHang Holdings Limited ADS,China,2019,2270504,Industrials,Military/Government/Technical
EHAB,Enhabit Inc. Common Stock,United States,2022,572317,Health Care,Medical/Nursing Services
EHC,Encompass Health Corporation Common Stock,United States,,1257921,Health Care,Hospital/Nursing Management
EHGO,Eshallgo Inc. Class A Ordinary Shares,China,2024,5560,Consumer Discretionary,Diversified Commercial Services
EHI,Western Asset Global High Income Fund Inc Common Stock,United States,2003,147926,Finance,Investment Managers
EHTH,eHealth Inc. Common Stock,United States,2006,57622,Finance,Specialty Insurers
EIC,Eagle Point Income Company Inc. Common Stock,,2019,226321,Finance,Finance/Investors Services
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,,2021,3316,Finance,Finance/Investors Services
EICB,Eagle Point Income Company Inc. 7.75% Series B Term Preferred Stock Due 2028,,,1583,,
EICC,Eagle Point Income Company Inc. 8.00% Series C Term Preferred Stock due 2029,,,10616,,
EIG,Employers Holdings Inc Common Stock,United States,2007,135391,Finance,Property-Casualty Insurers
EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,United States,2002,107948,Finance,Finance/Investors Services
EIX,Edison International Common Stock,United States,,1736782,Utilities,Electric Utilities: Central
EJH,E-Home Household Service Holdings Limited Ordinary Shares,China,2021,2385305,Consumer Discretionary,Other Consumer Services
EKSO,Ekso Bionics Holdings Inc. Common Stock,United States,,39865,Industrials,Industrial Machinery/Components
EL,Estee Lauder Companies Inc. (The) Common Stock,United States,1995,7131304,Consumer Discretionary,Package Goods/Cosmetics
ELA,Envela Corporation Common Stock,United States,,10695,Consumer Discretionary,Consumer Specialties
ELAB,Elevai Labs Inc. Common Stock,United States,2023,21938081,Health Care,Biotechnology: Pharmaceutical Preparations
ELAN,Elanco Animal Health Incorporated Common Stock,United States,2018,5863604,Health Care,Biotechnology: Pharmaceutical Preparations
ELBM,Electra Battery Materials Corporation Common Stock,Canada,,172919,Miscellaneous,Industrial Machinery/Components
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,United States,2016,22640,Utilities,Electric Utilities: Central
ELDN,Eledon Pharmaceuticals Inc. Common Stock,United States,2014,122349,Health Care,Biotechnology: Pharmaceutical Preparations
ELEV,Elevation Oncology Inc. Common stock,United States,2021,335940,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ELF,e.l.f. Beauty Inc. Common Stock,United States,2016,2323054,Consumer Discretionary,Package Goods/Cosmetics
ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),Israel,,221,Utilities,Electric Utilities: Central
ELMD,Electromed Inc. Common Stock,United States,2011,49092,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ELME,Elme Communities Common Stock,United States,2000,480547,Real Estate,Real Estate Investment Trusts
ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),Brazil,2021,645784,Utilities,Electric Utilities: Central
ELPC,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing four (4) Common Shares),Brazil,2023,12827,Utilities,Electric Utilities: Central
ELS,Equity Lifestyle Properties Inc. Common Stock,United States,,1491200,Real Estate,Real Estate Investment Trusts
ELSE,Electro-Sensors Inc. Common Stock,United States,,642,Industrials,Industrial Machinery/Components
ELTK,Eltek Ltd. Ordinary Shares,Israel,1997,8841,Technology,Electrical Products
ELTX,Elicio Therapeutics Inc. Common Stock,United States,2021,11953,Health Care,Biotechnology: Pharmaceutical Preparations
ELUT,Elutia Inc. Class A Common Stock,United States,2020,31169,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ELV,Elevance Health Inc. Common Stock,United States,,1057075,Health Care,Medical Specialities
ELVA,Electrovaya Inc. Common Shares,Canada,,16599,,
ELVN,Enliven Therapeutics Inc. Common Stock,United States,2020,227282,Health Care,Biotechnology: Pharmaceutical Preparations
ELWS,Earlyworks Co. Ltd. American Depositary Shares,Japan,2023,22675,Technology,EDP Services
ELYM,Eliem Therapeutics Inc Common Stock,United States,2021,2133240,Health Care,Biotechnology: Pharmaceutical Preparations
EM,Smart Share Global Limited American Depositary Shares,China,2021,272997,Consumer Discretionary,Other Consumer Services
EMBC,Embecta Corp. Common Stock,United States,,234841,Health Care,Medical/Dental Instruments
EMCG,Embrace Change Acquisition Corp Ordinary Shares,United States,2022,163,Finance,Blank Checks
EMCGW,Embrace Change Acquisition Corp Warrants,United States,2022,5000,Finance,Blank Checks
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,United States,,237247,Finance,Finance/Investors Services
EME,EMCOR Group Inc. Common Stock,United States,,362739,Industrials,Engineering & Construction
EMF,Templeton Emerging Markets Fund Common Stock,United States,1987,28742,Finance,Finance/Investors Services
EMKR,EMCORE Corporation Common Stock,United States,1997,113050,Technology,Semiconductors
EML,Eastern Company (The) Common Stock,United States,,63626,Consumer Discretionary,Industrial Machinery/Components
EMN,Eastman Chemical Company Common Stock,United States,,1659994,Industrials,Major Chemicals
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,United States,2011,50544,Finance,Investment Managers
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,United States,2016,24006,Utilities,Electric Utilities: Central
EMR,Emerson Electric Company Common Stock,United States,,2909125,Technology,Consumer Electronics/Appliances
