Symbol,Name,Country,IPO Year,Volume,Sector,Industry
STRO,Sutro Biopharma Inc. Common Stock,United States,2018,1058067,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STRR,Star Equity Holdings Inc. Common Stock,United States,2004,7327,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STRRP,Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock,United States,,2454,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STRS,Stratus Properties Inc. Common Stock,United States,,9898,Real Estate,Homebuilding
STRT,STRATTEC SECURITY CORPORATION Common Stock,United States,,19691,Consumer Discretionary,Auto Parts:O.E.M.
STRW,Strawberry Fields REIT Inc. Common Stock,,2023,15764,Real Estate,Real Estate Investment Trusts
STSS,Sharps Technology Inc. Common Stock,United States,2022,1545791,Health Care,Medical/Dental Instruments
STSSW,Sharps Technology Inc. Warrant,United States,2022,1590,Finance,Finance: Consumer Services
STT,State Street Corporation Common Stock,United States,,1899760,Finance,Major Banks
STT^G,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,United States,,51444,,
STTK,Shattuck Labs Inc. Common Stock,United States,2020,122353,Health Care,Biotechnology: Pharmaceutical Preparations
STVN,Stevanato Group S.p.A. Ordinary Shares,,2021,364504,Health Care,Medical/Dental Instruments
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,United States,2009,2382773,Real Estate,Real Estate Investment Trusts
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Ireland,2002,1626005,Technology,Electronic Components
STXS,Stereotaxis Inc. Common Stock,United States,,147496,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STZ,Constellation Brands Inc. Common Stock,United States,,838232,Consumer Staples,Beverages (Production/Distribution)
SU,Suncor Energy  Inc. Common Stock,Canada,,3222286,Energy,Integrated oil Companies
SUGP,SU Group Holdings Limited Ordinary Shares,Hong Kong,2024,22373,Consumer Discretionary,Diversified Commercial Services
SUI,Sun Communities Inc. Common Stock,United States,1993,1054920,Real Estate,Real Estate Investment Trusts
SUM,Summit Materials Inc. Class A Common Stock,United States,2015,837179,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SUN,Sunoco LP Common Units representing limited partner interests,United States,2012,174849,Energy,Integrated oil Companies
SUNS,Sunrise Realty Trust Inc. Common Stock,United States,,23171,Real Estate,Real Estate Investment Trusts
SUP,Superior Industries International Inc. Common Stock (DE),United States,,80360,Consumer Discretionary,Auto Parts:O.E.M.
SUPN,Supernus Pharmaceuticals Inc. Common Stock,United States,2012,348788,Health Care,Biotechnology: Pharmaceutical Preparations
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,,2016,949843,Finance,Commercial Banks
SURG,SurgePays Inc. Common Stock,United States,,128490,Consumer Discretionary,Advertising
SURGW,SurgePays Inc. Warrant,United States,,1800,Consumer Discretionary,Advertising
SUUN,SolarBank Corporation Common Stock,Canada,,264734,Utilities,Power Generation
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),Brazil,2018,1693644,Basic Materials,Paper
SVC,Service Properties Trust Common Stock,United States,,745696,Real Estate,Real Estate Investment Trusts
SVCO,Silvaco Group Inc. Common Stock,United States,2024,295667,Technology,Computer Software: Prepackaged Software
SVII,Spring Valley Acquisition Corp. II Class A Ordinary Shares,United States,2022,1490,Finance,Blank Checks
SVIIR,Spring Valley Acquisition Corp. II Rights,United States,2022,10800,,
SVM,Silvercorp Metals Inc. Common Shares,Canada,,3863807,Basic Materials,Precious Metals
SVMH,SRIVARU Holding Limited Ordinary Shares,Cayman Islands,,3237453,Consumer Discretionary,Auto Manufacturing
SVMHW,SRIVARU Holding Limited Warrant,Cayman Islands,,1500,Consumer Discretionary,Auto Manufacturing
SVRA,Savara Inc. Common Stock,United States,,1883637,Health Care,Biotechnology: Pharmaceutical Preparations
SVRE,SaverOne 2014 Ltd. American Depositary Shares,Israel,2022,400461,Technology,EDP Services
SVREW,SaverOne 2014 Ltd. Warrant,Israel,2022,53578,Technology,EDP Services
SVT,Servotronics Inc. Common Stock,United States,1970,825,Consumer Discretionary,Industrial Machinery/Components
SVV,Savers Value Village Inc. Common Stock,United States,2023,428861,Consumer Discretionary,Other Specialty Stores
SW,Smurfit WestRock plc Ordinary Shares,,2024,2795840,Consumer Discretionary,Containers/Packaging
SWAG,Stran & Company Inc. Common Stock,United States,2021,23150,Consumer Discretionary,Advertising
SWAGW,Stran & Company Inc. Warrant,United States,2021,1,Consumer Discretionary,Advertising
SWBI,Smith & Wesson Brands Inc. Common Stock,United States,,293943,Industrials,Ordnance And Accessories
SWI,SolarWinds Corporation Common Stock,United States,2018,320518,Technology,Computer Software: Prepackaged Software
SWIM,Latham Group Inc. Common Stock,United States,2021,707567,Industrials,Plastic Products
SWIN,Solowin Holdings Ordinary Share,Hong Kong,2023,83665,Finance,Investment Bankers/Brokers/Service
SWK,Stanley Black & Decker Inc. Common Stock,United States,,1076258,Consumer Discretionary,Industrial Machinery/Components
SWKH,SWK Holdings Corporation Common Stock,United States,,6277,Finance,Diversified Financial Services
SWKHL,SWK Holdings Corporation 9.00% Senior Notes due 2027,United States,,507,,
SWKS,Skyworks Solutions Inc. Common Stock,United States,,1388817,Technology,Semiconductors
SWN,Southwestern Energy Company Common Stock,United States,,18273389,Energy,Oil & Gas Production
SWTX,SpringWorks Therapeutics Inc. Common Stock,United States,2019,1027076,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SWVL,Swvl Holdings Corp Class A Common Shares,United Arab Emirates,,45461,Consumer Discretionary,Business Services
SWVLW,Swvl Holdings Corp Warrant,United Arab Emirates,,283615,Consumer Discretionary,Business Services
SWX,Southwest Gas Holdings Inc. Common Stock (DE),United States,,278072,Utilities,Oil & Gas Production
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,United States,,5210,Finance,Finance Companies
SXC,SunCoke Energy Inc. Common Stock,United States,2011,1532065,Industrials,Steel/Iron Ore
SXI,Standex International Corporation Common Stock,United States,,28081,Industrials,Industrial Machinery/Components
SXT,Sensient Technologies Corporation Common Stock,United States,,86936,Industrials,Major Chemicals
SXTC,China SXT Pharmaceuticals Inc. Ordinary Shares,China,2019,971258,Health Care,Biotechnology: Pharmaceutical Preparations
SXTP,60 Degrees Pharmaceuticals Inc. Common Stock,United States,2023,24032,Health Care,Biotechnology: Pharmaceutical Preparations
SY,So-Young International Inc. American Depository Shares,China,2019,63573,Technology,EDP Services
SYBT,Stock Yards Bancorp Inc. Common Stock,United States,,143386,Finance,Major Banks
SYBX,Synlogic Inc. Common Stock,United States,2015,3459,Health Care,Biotechnology: Pharmaceutical Preparations
SYF,Synchrony Financial Common Stock,United States,2014,3834332,Finance,Finance: Consumer Services
SYF^A,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,104732,,
SYF^B,Synchrony Financial Depositary Shares Each Representing a 1/40th Interest in a Share of 8.250% Fixed Rate Reset Non-Cumulative Perpetual Preferred Stock Series B,United States,,24969,,
SYK,Stryker Corporation Common Stock,United States,,1273577,Health Care,Medical/Dental Instruments
SYM,Symbotic Inc. Class A Common Stock,United States,2021,1403361,Industrials,Industrial Machinery/Components
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,United States,2002,365077,Technology,Semiconductors
SYNX,Silynxcom Ltd. Ordinary Shares,,2024,13206,Consumer Staples,Consumer Electronics/Appliances
SYPR,Sypris Solutions Inc. Common Stock,United States,,3667,Industrials,Industrial Machinery/Components
SYRA,Syra Health Corp. Class A Common Stock,United States,2023,134857,Consumer Discretionary,Diversified Commercial Services
SYRE,Spyre Therapeutics Inc. Common Stock,United States,2016,373622,Health Care,Biotechnology: Pharmaceutical Preparations
SYRS,Syros Pharmaceuticals Inc. Common Stock,United States,2016,103976,Health Care,Biotechnology: Pharmaceutical Preparations
SYT,SYLA Technologies Co. Ltd. American Depositary Shares,Japan,2023,31927,Finance,Real Estate
SYTA,Siyata Mobile Inc. Common Shares,Canada,2020,146306,Telecommunications,Telecommunications Equipment
SYTAW,Siyata Mobile Inc. Warrant,Canada,2020,160,Telecommunications,Telecommunications Equipment
SYY,Sysco Corporation Common Stock,United States,,4512863,Consumer Discretionary,Food Distributors
T,AT&T Inc.,United States,,25898785,Telecommunications,Telecommunications Equipment
T^A,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,United States,,96747,,
T^C,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,United States,,60794,,
TAC,TransAlta Corporation Ordinary Shares,Canada,,798704,Utilities,Electric Utilities: Central
TACT,TransAct Technologies Incorporated Common Stock,United States,1996,22158,Technology,Computer peripheral equipment
TAIT,Taitron Components Incorporated Class A Common Stock,United States,1995,5589,Technology,Electronic Components
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),Japan,2018,2326713,Health Care,Biotechnology: Pharmaceutical Preparations
TAL,TAL Education Group American Depositary Shares,China,,11001188,Real Estate,Other Consumer Services
TALK,Talkspace Inc. Common Stock,United States,2020,3656627,Health Care,Medical/Nursing Services
TALKW,Talkspace Inc. Warrant,United States,2020,82798,Health Care,Medical/Nursing Services
TALO,Talos Energy Inc. Common Stock,United States,2018,1959379,Energy,Oil & Gas Production
TANH,Tantech Holdings Ltd. Common Shares,China,2015,13235427,Industrials,Major Chemicals
TAOP,Taoping Inc. Ordinary Shares ,Hong Kong,,65217,Technology,Computer Software: Prepackaged Software
TAP,Molson Coors Beverage Company Class B Common Stock,Canada,,1590819,Consumer Staples,Beverages (Production/Distribution)
TARA,Protara Therapeutics Inc.  Common Stock,United States,2014,83218,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TARS,Tarsus Pharmaceuticals Inc. Common Stock,United States,2020,228900,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TASK,TaskUs Inc. Class A Common Stock,United States,2021,143140,Technology,EDP Services
TATT,TAT Technologies Ltd. Ordinary Shares,Israel,,8129,Industrials,Aerospace
TAYD,Taylor Devices Inc. Common Stock,United States,,43379,Industrials,Industrial Machinery/Components
TBB,AT&T Inc. 5.350% Global Notes due 2066,United States,2017,68123,Telecommunications,Telecommunications Equipment
TBBB,BBB Foods Inc. Class A Common Shares,,2024,381352,Consumer Staples,Food Chains
TBBK,The Bancorp Inc Common Stock,United States,2004,462877,Finance,Major Banks
TBC,AT&T Inc. 5.625% Global Notes due 2067,United States,2018,30635,Telecommunications,Telecommunications Equipment
TBI,TrueBlue Inc. Common Stock,United States,,219985,Consumer Discretionary,Professional Services
TBIO,Telesis Bio Inc. Common Stock,United States,2021,196330,Industrials,Biotechnology: Laboratory Analytical Instruments
TBLA,Taboola.com Ltd. Ordinary Shares,Israel,,451119,Technology,Computer Software: Programming Data Processing
TBLAW,Taboola.com Ltd. Warrant,Israel,,5831,Technology,Computer Software: Programming Data Processing
TBLD,Thornburg Income Builder Opportunities Trust Common Stock,United States,2021,106810,Finance,Investment Managers
TBMC,Trailblazer Merger Corporation I Class A Common Stock,United States,2023,12165,Finance,Blank Checks
TBMCR,Trailblazer Merger Corporation I Rights,United States,2023,29607,Finance,Blank Checks
TBN,Tamboran Resources Corporation Common stock,,2024,8217,Energy,Oil & Gas Production
TBNK,Territorial Bancorp Inc. Common Stock,United States,2009,78129,Finance,Savings Institutions
TBPH,Theravance Biopharma Inc. Ordinary Shares,Cayman Islands,,238871,Health Care,Biotechnology: Pharmaceutical Preparations
TBRG,TruBridge Inc. Common Stock,United States,2002,50995,Technology,EDP Services
TC,TuanChe Limited American Depositary Shares,China,2018,2517,Consumer Discretionary,Business Services
TCBI,Texas Capital Bancshares Inc. Common Stock,United States,2003,462090,Finance,Major Banks
TCBIO,Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B,United States,,19373,Finance,Major Banks
TCBK,TriCo Bancshares Common Stock,United States,,107100,Finance,Major Banks
TCBP,TC BioPharm (Holdings) plc American Depositary Shares,United Kingdom,2022,182111,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCBPW,TC BioPharm (Holdings) plc Warrants,United Kingdom,2022,130751,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCBS,Texas Community Bancshares Inc. Common Stock,United States,2021,407,Finance,Banks
TCBX,Third Coast Bancshares Inc. Common Stock,United States,2021,19702,Finance,Banks
TCI,Transcontinental Realty Investors Inc. Common Stock,United States,,2039,Real Estate,Real Estate Investment Trusts
TCJH,Top KingWin Ltd Class A Ordinary Shares,China,2023,224798,Consumer Discretionary,Business Services
TCMD,Tactile Systems Technology Inc. Common Stock,United States,2016,85822,Health Care,Medical/Dental Instruments
TCOM,Trip.com Group Limited American Depositary Shares,China,2003,8344270,Consumer Discretionary,Business Services
TCPC,BlackRock TCP Capital Corp. Common Stock,United States,2012,711063,Finance,Finance/Investors Services
TCRT,Alaunos Therapeutics Inc. Common Stock,United States,,49717,Health Care,Biotechnology: Pharmaceutical Preparations
TCRX,TScan Therapeutics Inc. Common Stock,United States,2021,234005,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCS,Container Store (The) Common Stock,United States,2013,14438,Consumer Discretionary,Home Furnishings
TCTM,TCTM Kids IT Education Inc. American Depositary Shares,China,2014,8271,Real Estate,Other Consumer Services
TCX,Tucows Inc. Class A Common Stock,Canada,,48085,Technology,EDP Services
TD,Toronto Dominion Bank (The) Common Stock,Canada,,1358567,Finance,Commercial Banks
TDC,Teradata Corporation Common Stock,United States,,443336,Technology,Computer Software: Prepackaged Software
TDF,Templeton Dragon Fund Inc. Common Stock,United States,,131367,Finance,Finance/Investors Services
TDG,Transdigm Group Incorporated Common Stock,United States,2006,300415,Industrials,Military/Government/Technical
TDOC,Teladoc Health Inc. Common Stock,United States,2015,4240847,Health Care,Medical/Nursing Services
TDS,Telephone and Data Systems Inc. Common Shares,United States,,715279,Telecommunications,Telecommunications Equipment
TDS^U,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,United States,,11272,,
TDS^V,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock,United States,,26165,,
TDTH,Trident Digital Tech Holdings Ltd American Depository Shares,Singapore,2024,101211,Consumer Discretionary,Business Services
TDUP,ThredUp Inc. Class A Common Stock,United States,2021,285506,Consumer Discretionary,Catalog/Specialty Distribution
TDW,Tidewater Inc. Common Stock,United States,2017,854790,Consumer Discretionary,Marine Transportation
TDY,Teledyne Technologies Incorporated Common Stock,United States,,164570,Industrials,Industrial Machinery/Components
TEAF,Ecofin Sustainable and Social Impact Term Fund,,2019,21781,Finance,Trusts Except Educational Religious and Charitable
TEAM,Atlassian Corporation Class A Common Stock,Australia,2015,2233018,Technology,Computer Software: Prepackaged Software
TECH,Bio-Techne Corp Common Stock,United States,,846710,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TECK,Teck Resources Ltd Ordinary Shares,Canada,,4464887,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TECTP,Tectonic Financial Inc. 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,United States,2019,319,Finance,Major Banks
TECX,Tectonic Therapeutic Inc. Common Stock,United States,2018,259717,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TEF,Telefonica SA Common Stock,Spain,1988,879922,Telecommunications,Telecommunications Equipment
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,United States,1993,139871,Finance,Finance Companies
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,Switzerland,,1181463,Technology,Electronic Components
TELA,TELA Bio Inc. Common Stock,United States,2019,66211,Health Care,Medical/Dental Instruments
TELL,Tellurian Inc. Common Stock,United States,,57942655,Energy,Oil & Gas Production
TELO,Telomir Pharmaceuticals Inc. Common Stock,United States,2024,363077,Health Care,Biotechnology: Pharmaceutical Preparations
TELZ,Tellurian Inc. 8.25% Senior Notes due 2028,United States,,2709,Energy,Oil & Gas Production
TEM,Tempus AI Inc. Class A Common Stock,United States,2024,1391927,Technology,Computer Software: Programming Data Processing
TEN,Tsakos Energy Navigation Ltd Common Shares,Greece,,245484,Consumer Discretionary,Marine Transportation
TEN^E,Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,Greece,,2800,,
TEN^F,Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,Greece,,3024,,
TENB,Tenable Holdings Inc. Common Stock,United States,2018,781126,Technology,Computer Software: Prepackaged Software
TENX,Tenax Therapeutics Inc. Common Stock,United States,,48937,Health Care,Biotechnology: Pharmaceutical Preparations
TEO,Telecom Argentina SA,Argentina,,134509,Telecommunications,Telecommunications Equipment
TER,Teradyne Inc. Common Stock,United States,,965223,Industrials,Electrical Products
TERN,Terns Pharmaceuticals Inc. Common Stock,United States,2021,1019667,Health Care,Biotechnology: Pharmaceutical Preparations
TETE,Technology & Telecommunication Acquisition Corporation Class A Ordinary Shares,Malaysia,2022,104,Finance,Blank Checks
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,Israel,,6604253,Health Care,Biotechnology: Pharmaceutical Preparations
TEX,Terex Corporation Common Stock,United States,,864277,Industrials,Construction/Ag Equipment/Trucks
TFC,Truist Financial Corporation Common Stock,United States,,5427590,Finance,Major Banks
TFC^I,Truist Financial Corporation Depositary Shares,United States,,12036,,
TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,United States,,32176,,
TFC^R,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,United States,,238293,,
TFFP,TFF Pharmaceuticals Inc. Common Stock,United States,2019,21443,Health Care,Biotechnology: Pharmaceutical Preparations
TFII,TFI International Inc. Common Shares,Canada,,189753,Industrials,Trucking Freight/Courier Services
TFIN,Triumph Financial Inc. Common Stock,United States,2014,113441,Finance,Major Banks
TFINP,Triumph Financial Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock,United States,,3817,Finance,Major Banks
TFPM,Triple Flag Precious Metals Corp. Common Shares,Canada,2022,343321,Industrials,Precious Metals
TFSA,Terra Income Fund 6 LLC 7.00% Notes due 2026,,2021,223,,
TFSL,TFS Financial Corporation Common Stock,United States,2007,425339,Finance,Savings Institutions
TFX,Teleflex Incorporated Common Stock,United States,,252007,Health Care,Medical/Dental Instruments
TG,Tredegar Corporation Common Stock,United States,,88187,Industrials,Metal Fabrications
TGAA,Target Global Acquisition I Corp. Class A Ordinary Share,Cayman Islands,2022,1,Finance,Blank Checks
TGAAU,Target Global Acquisition I Corp. Unit,Cayman Islands,2021,1,Finance,Blank Checks
TGB,Taseko Mines Ltd. Common Stock,Canada,,5282721,Basic Materials,Precious Metals
TGI,Triumph Group Inc. Common Stock,United States,1996,971399,Industrials,Aerospace
TGL,Treasure Global Inc. Common Stock,United States,2022,2949171,Consumer Discretionary,Business Services
TGLS,Tecnoglass Inc. Ordinary Shares,Colombia,2022,151178,Consumer Discretionary,Electronic Components
TGNA,TEGNA Inc,United States,,2329153,Industrials,Broadcasting
TGS,Transportadora de Gas del Sur SA TGS Common Stock,Argentina,,204669,Utilities,Natural Gas Distribution
TGT,Target Corporation Common Stock,United States,,3112930,Consumer Discretionary,Department/Specialty Retail Stores
TGTX,TG Therapeutics Inc. Common Stock,United States,,2747822,Health Care,Biotechnology: Pharmaceutical Preparations
TH,Target Hospitality Corp. Common Stock,United States,2018,209168,Consumer Discretionary,Hotels/Resorts
THAR,Tharimmune Inc. Common Stock,United States,2022,20659,Health Care,Biotechnology: Pharmaceutical Preparations
THC,Tenet Healthcare Corporation Common Stock,United States,,643043,Health Care,Hospital/Nursing Management
THCH,TH International Limited Ordinary shares,China,,276177,Consumer Discretionary,Restaurants
THCP,Thunder Bridge Capital Partners IV Inc. Class A Common Stock,United States,2021,205,Industrials,Consumer Electronics/Appliances
THFF,First Financial Corporation Indiana Common Stock,United States,,31311,Finance,Major Banks
THG,Hanover Insurance Group Inc,United States,,198064,Finance,Property-Casualty Insurers
THM,International Tower Hill Mines Ltd. Ordinary Shares (Canada),Canada,,165352,Basic Materials,Metal Mining
THO,Thor Industries Inc. Common Stock,United States,,1775730,Industrials,Homebuilding
THQ,abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,United States,2014,78260,Finance,Finance Companies
THR,Thermon Group Holdings Inc. Common Stock,United States,2011,88460,Energy,Industrial Machinery/Components
THRD,Third Harmonic Bio Inc. Common Stock,United States,2022,281111,Health Care,Biotechnology: Pharmaceutical Preparations
THRM,Gentherm Inc Common Stock,United States,,116317,Consumer Discretionary,Auto Parts:O.E.M.
THRY,Thryv Holdings Inc. Common Stock,United States,,154767,Consumer Discretionary,Advertising
THS,Treehouse Foods Inc. Common Stock,United States,,266756,Consumer Staples,Packaged Foods
THTX,Theratechnologies Inc. Common Shares,Canada,,75674,Health Care,Biotechnology: Pharmaceutical Preparations
THW,abrdn World Healthcare Fund Shares of Beneficial Interest,United States,2015,95195,Finance,Finance Companies
TIGO,Millicom International Cellular S.A. Common Stock,Luxembourg,,45141,Telecommunications,Telecommunications Equipment
TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,China,2019,4519060,Finance,Investment Bankers/Brokers/Service
TIL,Instil Bio Inc. Common Stock,United States,2021,166728,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TILE,Interface Inc. Common Stock,United States,,551034,Consumer Discretionary,Home Furnishings
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,Brazil,2020,324275,Telecommunications,Telecommunications Equipment
TIPT,Tiptree Inc. Common Stock,United States,,48540,Finance,Property-Casualty Insurers
TIRX,TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares,China,2021,19161,Finance,Specialty Insurers
TISI,Team Inc. Common Stock,United States,,4466,Consumer Discretionary,Other Consumer Services
TITN,Titan Machinery Inc. Common Stock,United States,2007,206951,Consumer Discretionary,Other Specialty Stores
TIVC,Tivic Health Systems Inc. Common Stock,United States,2021,338336,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,,2021,424900,Technology,EDP Services
TJX,TJX Companies Inc. (The) Common Stock,United States,,3354390,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TK,Teekay Corporation Common Stock,Bermuda,,638569,Consumer Discretionary,Marine Transportation
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,Turkey,,364370,Telecommunications,Telecommunications Equipment
TKLF,Yoshitsu Co. Ltd American Depositary Shares,Japan,2022,377751,Consumer Discretionary,Other Specialty Stores
TKNO,Alpha Teknova Inc. Common Stock,United States,2021,117873,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TKO,TKO Group Holdings Inc. Class A Common Stock,United States,2023,1429895,Consumer Discretionary,Services-Misc. Amusement & Recreation
TKR,Timken Company (The) Common Stock,United States,,311831,Industrials,Metal Fabrications
TLF,Tandy Leather Factory Inc. Common Stock,United States,,8727,Consumer Discretionary,Apparel
TLGY,TLGY Acquisition Corporation Class A Ordinary Share,United States,2022,10,Finance,Blank Checks
TLGYU,TLGY Acquisition Corporation Unit,United States,2021,1,Finance,Blank Checks
TLGYW,TLGY Acquisition Corporation Warrant,United States,2022,76381,Finance,Blank Checks
TLK,PT Telekomunikasi Indonesia Tbk,Indonesia,,317210,Telecommunications,Telecommunications Equipment
TLN,Talen Energy Corporation Common Stock,United States,,1957478,Utilities,Electric Utilities: Central
TLPH,Talphera Inc. Common Stock,United States,2011,106551,Health Care,Biotechnology: Pharmaceutical Preparations
TLRY,Tilray Brands Inc. Common Stock ,United States,2018,40248718,Health Care, Medicinal Chemicals and Botanical Products 
TLS,Telos Corporation Common Stock,United States,2020,881989,Technology,EDP Services
TLSA,Tiziana Life Sciences Ltd. Common Shares,United Kingdom,2018,619129,Health Care,Biotechnology: Pharmaceutical Preparations
TLSI,TriSalus Life Sciences Inc. Common Stock,United States,2021,44137,Health Care,Medical Specialities
TLYS,Tilly's Inc. Common Stock,United States,2012,61438,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TM,Toyota Motor Corporation Common Stock,Japan,,284676,Consumer Discretionary,Auto Manufacturing
TMC,TMC the metals company Inc. Common Stock,Canada,,881592,Basic Materials,Metal Mining
TMCI,Treace Medical Concepts Inc. Common Stock,United States,2021,676208,Health Care,Medical/Dental Instruments
TMCWW,TMC the metals company Inc. Warrants,Canada,,9258,Basic Materials,Metal Mining
TMDX,TransMedics Group Inc. Common Stock,United States,2019,923783,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,United States,2018,30498955,Consumer Discretionary,Broadcasting
TMHC,Taylor Morrison Home Corporation Common Stock,United States,2013,729311,Consumer Discretionary,Homebuilding
TMO,Thermo Fisher Scientific Inc Common Stock,United States,,1361146,Industrials,Industrial Machinery/Components
TMP,Tompkins Financial Corporation Common Stock,United States,1997,35214,Finance,Major Banks
TMQ,Trilogy Metals Inc. Common Stock,Canada,,303315,Basic Materials,Precious Metals
TMTC,TMT Acquisition Corp Ordinary Shares,United States,2023,108,Finance,Blank Checks
TMTCR,TMT Acquisition Corp Rights,United States,2023,2829,Finance,Blank Checks
TMTCU,TMT Acquisition Corp Unit,United States,2023,2,Finance,Blank Checks
TMUS,T-Mobile US Inc. Common Stock,United States,,4411286,Telecommunications,Telecommunications Equipment
TNC,Tennant Company Common Stock,United States,,81388,Industrials,Industrial Machinery/Components
TNDM,Tandem Diabetes Care Inc. Common Stock,United States,2013,807058,Health Care,Medical/Dental Instruments
TNET,TriNet Group Inc. Common Stock,United States,2014,367304,Consumer Discretionary,Business Services
TNFA,TNF Pharmaceuticals Inc. Common Stock,United States,2014,23127,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TNGX,Tango Therapeutics Inc.,United States,2020,1328699,Health Care,Biotechnology: Pharmaceutical Preparations
TNK,Teekay Tankers Ltd.,Bermuda,2007,232454,Consumer Discretionary,Marine Transportation
TNL,Travel   Leisure Co. Common  Stock,United States,,768317,Consumer Discretionary,Hotels/Resorts
TNON,Tenon Medical Inc. Common Stock,United States,2022,754552,Health Care,Medical/Dental Instruments
TNONW,Tenon Medical Inc. Warrant,United States,,50715,Health Care,Medical/Dental Instruments
TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,United States,,9679919,Health Care,Biotechnology: Pharmaceutical Preparations
TNYA,Tenaya Therapeutics Inc. Common Stock,United States,2021,220110,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TOI,The Oncology Institute Inc. Common Stock,United States,2020,100595,Health Care,Medical/Nursing Services
TOIIW,The Oncology Institute Inc. Warrant,United States,2020,58758,Health Care,Medical/Nursing Services
TOL,Toll Brothers Inc. Common Stock,United States,,949751,Consumer Discretionary,Homebuilding
TOMZ,TOMI Environmental Solutions Inc. Common Stock,United States,,12196,Industrials,Major Chemicals
TOON,Kartoon Studios Inc. Common Stock,United States,,79532,Consumer Discretionary,Movies/Entertainment
TOP,TOP Financial Group Limited Ordinary Shares,Hong Kong,2022,266172,Finance,Investment Bankers/Brokers/Service
